# timestamp_s tx ty tz qx qy qz qw
1.717159933569925467e+09 1.48230 1.17569 -0.18095 0.00098 0.01369 0.02989 0.99946
1.717159933679925699e+09 1.48431 1.17329 -0.16684 0.00117 0.01387 0.02957 0.99947
1.717159933769925484e+09 1.48617 1.17066 -0.15788 0.00132 0.01398 0.02951 0.99947
1.717159933879925493e+09 1.49302 1.16339 -0.15235 0.00149 0.01411 0.02925 0.99947
1.717159933969925723e+09 1.50409 1.15744 -0.15545 0.00166 0.01413 0.02939 0.99947
1.717159934069934168e+09 1.51589 1.15265 -0.16556 0.00165 0.01423 0.02950 0.99946
1.717159934179933956e+09 1.52564 1.15642 -0.17830 0.00182 0.01414 0.02965 0.99946
1.717159934269933963e+09 1.52991 1.16544 -0.19133 0.00188 0.01400 0.02961 0.99946
1.717159934379933972e+09 1.53269 1.17759 -0.20408 0.00181 0.01370 0.02970 0.99946
1.717159934469933980e+09 1.53228 1.18569 -0.21165 0.00180 0.01361 0.02970 0.99946
1.717159934569934210e+09 1.52720 1.19686 -0.21024 0.00178 0.01359 0.02962 0.99947
1.717159934679933997e+09 1.52309 1.20339 -0.20050 0.00180 0.01362 0.02972 0.99946
1.717159934769934004e+09 1.51636 1.20797 -0.19180 0.00170 0.01360 0.02979 0.99946
1.717159934879934013e+09 1.50936 1.20839 -0.17942 0.00169 0.01368 0.02989 0.99946
1.717159934969934021e+09 1.50453 1.20545 -0.17511 0.00166 0.01368 0.03000 0.99945
1.717159935069942467e+09 1.50064 1.20460 -0.17363 0.00187 0.01359 0.02980 0.99946
1.717159935179942698e+09 1.49406 1.20105 -0.17078 0.00215 0.01357 0.02968 0.99947
1.717159935269942483e+09 1.49277 1.19573 -0.17111 0.00246 0.01360 0.02954 0.99947
1.717159935379942715e+09 1.49576 1.18961 -0.16399 0.00282 0.01365 0.02935 0.99947
1.717159935469942500e+09 1.50323 1.17821 -0.15363 0.00313 0.01376 0.02936 0.99947
1.717159935579942509e+09 1.50850 1.17165 -0.14500 0.00339 0.01387 0.02966 0.99946
1.717159935679942517e+09 1.50996 1.16418 -0.14580 0.00385 0.01394 0.02979 0.99945
1.717159935769942525e+09 1.50995 1.15234 -0.15637 0.00409 0.01325 0.02988 0.99946
1.717159935879942756e+09 1.50237 1.15092 -0.17938 0.00454 0.01148 0.02969 0.99948
1.717159935969942541e+09 1.50244 1.14821 -0.20409 0.00538 0.01091 0.02938 0.99949
1.717159936079950988e+09 1.50386 1.13586 -0.23389 0.00654 0.01156 0.02985 0.99947
1.717159936179950996e+09 1.50478 1.13698 -0.26167 0.00711 0.01236 0.03033 0.99944
1.717159936269951004e+09 1.50523 1.14588 -0.27820 0.00720 0.01298 0.03076 0.99942
1.717159936379951013e+09 1.51167 1.15664 -0.28910 0.00732 0.01304 0.03104 0.99941
1.717159936469951020e+09 1.51670 1.16884 -0.28800 0.00744 0.01283 0.03126 0.99940
1.717159936579951030e+09 1.52697 1.18277 -0.27627 0.00748 0.01294 0.03180 0.99938
1.717159936679951038e+09 1.53995 1.19629 -0.26169 0.00706 0.01363 0.03227 0.99936
1.717159936769951045e+09 1.55324 1.21051 -0.25097 0.00643 0.01344 0.03281 0.99935
1.717159936879951054e+09 1.56582 1.22830 -0.22962 0.00481 0.01463 0.03328 0.99933
1.717159936969950840e+09 1.58250 1.23149 -0.20897 0.00349 0.01601 0.03401 0.99929
1.717159937069958620e+09 1.59039 1.22947 -0.18559 0.00233 0.01660 0.03425 0.99927
1.717159937179958851e+09 1.59221 1.22575 -0.16679 0.00221 0.01718 0.03416 0.99927
1.717159937269958636e+09 1.59249 1.22179 -0.15516 0.00272 0.01806 0.03421 0.99925
1.717159937379958867e+09 1.58876 1.21084 -0.14486 0.00402 0.01885 0.03439 0.99922
1.717159937469958875e+09 1.57903 1.19772 -0.14147 0.00564 0.01856 0.03422 0.99923
1.717159937569958661e+09 1.56965 1.18526 -0.14661 0.00725 0.01830 0.03425 0.99922
1.717159937679958892e+09 1.56243 1.17267 -0.16558 0.00838 0.01809 0.03445 0.99921
1.717159937769958677e+09 1.55085 1.16352 -0.18527 0.00895 0.01833 0.03458 0.99919
1.717159937879958909e+09 1.54029 1.15668 -0.20793 0.00925 0.01852 0.03475 0.99918
1.717159937969958694e+09 1.53432 1.14992 -0.21699 0.00954 0.01841 0.03489 0.99918
1.717159938069968250e+09 1.53237 1.13495 -0.22144 0.00992 0.01901 0.03474 0.99917
1.717159938179968037e+09 1.53465 1.11292 -0.22486 0.01044 0.01950 0.03502 0.99914
1.717159938269968267e+09 1.53643 1.10418 -0.23270 0.01034 0.01930 0.03492 0.99915
1.717159938379968276e+09 1.53738 1.10089 -0.24041 0.01019 0.01868 0.03565 0.99914
1.717159938469968061e+09 1.53572 1.10122 -0.24393 0.01044 0.01821 0.03543 0.99915
1.717159938569968292e+09 1.54306 1.10737 -0.24524 0.01082 0.01848 0.03554 0.99914
1.717159938679968079e+09 1.55556 1.11692 -0.24956 0.01142 0.01938 0.03580 0.99911
1.717159938769968308e+09 1.56166 1.12763 -0.25534 0.01153 0.01898 0.03569 0.99912
1.717159938879968095e+09 1.55853 1.14361 -0.26303 0.01202 0.01824 0.03589 0.99912
1.717159938969968103e+09 1.55262 1.16009 -0.26882 0.01196 0.01799 0.03614 0.99911
1.717159939079976771e+09 1.54697 1.18817 -0.26865 0.01141 0.01846 0.03654 0.99910
1.717159939179976780e+09 1.54248 1.21303 -0.26612 0.01047 0.01940 0.03677 0.99908
1.717159939269976565e+09 1.52827 1.22952 -0.26134 0.00955 0.02020 0.03692 0.99907
1.717159939379976796e+09 1.50734 1.23946 -0.24771 0.00872 0.02028 0.03705 0.99907
1.717159939469976582e+09 1.49114 1.23667 -0.22868 0.00842 0.01943 0.03737 0.99908
1.717159939579976813e+09 1.47567 1.23356 -0.20377 0.00819 0.01895 0.03755 0.99908
1.717159939679976599e+09 1.46620 1.23172 -0.17437 0.00869 0.01963 0.03752 0.99907
1.717159939769976607e+09 1.46095 1.21971 -0.15604 0.00912 0.01943 0.03749 0.99907
1.717159939879976838e+09 1.45800 1.20279 -0.13574 0.00975 0.01925 0.03758 0.99906
1.717159939969976623e+09 1.45551 1.19405 -0.12164 0.01044 0.01880 0.03749 0.99907
1.717159940079985070e+09 1.45528 1.18674 -0.11167 0.01110 0.01840 0.03751 0.99907
1.717159940179985078e+09 1.45805 1.18259 -0.11099 0.01184 0.01824 0.03762 0.99906
1.717159940269985308e+09 1.46140 1.17971 -0.12278 0.01239 0.01814 0.03762 0.99905
1.717159940379985095e+09 1.47517 1.17186 -0.14870 0.01292 0.01804 0.03777 0.99904
1.717159940469985102e+09 1.49232 1.16491 -0.17772 0.01335 0.01782 0.03767 0.99904
1.717159940579985111e+09 1.51485 1.15475 -0.21955 0.01373 0.01740 0.03784 0.99904
1.717159940679985120e+09 1.53014 1.15055 -0.25492 0.01388 0.01711 0.03779 0.99904
1.717159940769985127e+09 1.54232 1.15386 -0.28098 0.01410 0.01697 0.03769 0.99905
1.717159940879985136e+09 1.55478 1.16098 -0.30379 0.01439 0.01693 0.03781 0.99904
1.717159940969984921e+09 1.56253 1.16672 -0.31408 0.01462 0.01680 0.03771 0.99904
1.717159941079993590e+09 1.57001 1.16918 -0.32100 0.01488 0.01660 0.03774 0.99904
1.717159941179993599e+09 1.57492 1.16616 -0.31821 0.01514 0.01648 0.03767 0.99904
1.717159941269993606e+09 1.57829 1.16698 -0.31395 0.01520 0.01642 0.03756 0.99904
1.717159941379993615e+09 1.58275 1.16153 -0.30476 0.01540 0.01633 0.03747 0.99905
1.717159941469993623e+09 1.58258 1.15885 -0.29405 0.01539 0.01640 0.03728 0.99905
1.717159941569993409e+09 1.57891 1.15229 -0.28193 0.01561 0.01657 0.03709 0.99905
1.717159941679993640e+09 1.56980 1.14479 -0.27312 0.01608 0.01655 0.03707 0.99905
1.717159941769993647e+09 1.55832 1.14406 -0.26662 0.01632 0.01628 0.03691 0.99905
1.717159941879993656e+09 1.54822 1.14343 -0.25886 0.01647 0.01592 0.03681 0.99906
1.717159941969993664e+09 1.54325 1.14245 -0.25498 0.01639 0.01572 0.03666 0.99907
1.717159942070002110e+09 1.53652 1.14094 -0.24739 0.01614 0.01595 0.03665 0.99907
1.717159942180002119e+09 1.52680 1.13382 -0.24069 0.01599 0.01649 0.03674 0.99906
1.717159942270002126e+09 1.51824 1.13003 -0.24644 0.01527 0.01626 0.03669 0.99908
1.717159942380001914e+09 1.51270 1.11898 -0.25656 0.01448 0.01628 0.03678 0.99909
1.717159942480002144e+09 1.50989 1.11492 -0.26389 0.01380 0.01662 0.03677 0.99909
1.717159942570002151e+09 1.50973 1.11994 -0.26531 0.01313 0.01681 0.03654 0.99910
1.717159942680001938e+09 1.50922 1.12890 -0.26358 0.01258 0.01713 0.03649 0.99911
1.717159942770002168e+09 1.51520 1.13912 -0.26092 0.01228 0.01731 0.03647 0.99911
1.717159942880001955e+09 1.52393 1.15265 -0.25638 0.01202 0.01715 0.03630 0.99912
1.717159942970002184e+09 1.53542 1.16986 -0.25626 0.01194 0.01709 0.03624 0.99913
1.717159943070010408e+09 1.54922 1.19013 -0.26060 0.01209 0.01713 0.03623 0.99912
